category;text;
4;telefon banka aramak silmek yeniden yüklemek söylemek;
5;yeniden Playstore inmek ama değişmek bir şey olmak;
5;nasıl açmak bilmek;
8;beğendi güzel;
8;güzel uygulamak talep karşılamak;
9;yeni güncellemek berbat;
5;her girmek yapmak 3 4 defa program atmak;
2;anlaşmak güven kullanmak;
8;uygulamak mükemmel fakat banka ile ilgi işlem daha pratik ve hız bir şekil çözmek için uygulamak canlı destek ekip eklemek çağrı merkez bu dönem hem daha külfet hem de fazla zaman almak;
1;hayat bu kadar iğrenç bir uygulamak görmek sabah beri mobil banka girmek yapmak bu kadar uğraşmak kadar şube gitmek bu ne hergün işlem Gercek Deyip durmak Bird cep imza istemek için bilgisayar da İnternet banka girmek yapmak altı üst 5 saat bir Eft yapmak 1 yıldız bile fazla;
8;hayat bu kadar iğrenç bir uygulamak görmek sabah beri mobil banka girmek yapmak bu kadar uğraşmak kadar şube gitmek bu ne hergün işlem Gercek Deyip durmak Bird cep imza istemek için bilgisayar da İnternet banka girmek yapmak altı üst 5 saat bir Eft yapmak 1 yıldız bile fazla;
5;hayat bu kadar iğrenç bir uygulamak görmek sabah beri mobil banka girmek yapmak bu kadar uğraşmak kadar şube gitmek bu ne hergün işlem Gercek Deyip durmak Bird cep imza istemek için bilgisayar da İnternet banka girmek yapmak altı üst 5 saat bir Eft yapmak 1 yıldız bile fazla;
7;hız işlem;
5;Vakıfbank işlem yapmak program amaç Ne;
9;sürekli bir güncellemek yılmak artık;
8;çok iyi herşey bura halletmek çok beğenmek 5 yıldız vermek;
5;bu uygulamak ne zaman düzelmek ay sürekli uygulamak atmak işlem yapmak;
9;her güncellemek sonra silmek tekrar mı yüklemek;
5;ne olmak bu uygulamak ama daha önceleri kullanmak en iyi mobil banka uygulamak şimdi berbat bir hal almak başlamak işlem sıra baş dönmek dekont istemek kutu dolmak ağır işlem süreç bu gibi bir sürü sorun çıkmak başlamak ummak bira önce güncellemek ve düzelmek çünkü turşu tat vermek başlamak;
7;ne olmak bu uygulamak ama daha önceleri kullanmak en iyi mobil banka uygulamak şimdi berbat bir hal almak başlamak işlem sıra baş dönmek dekont istemek kutu dolmak ağır işlem süreç bu gibi bir sürü sorun çıkmak başlamak ummak bira önce güncellemek ve düzelmek çünkü turşu tat vermek başlamak;
9;ne olmak bu uygulamak ama daha önceleri kullanmak en iyi mobil banka uygulamak şimdi berbat bir hal almak başlamak işlem sıra baş dönmek dekont istemek kutu dolmak ağır işlem süreç bu gibi bir sürü sorun çıkmak başlamak ummak bira önce güncellemek ve düzelmek çünkü turşu tat vermek başlamak;
7;güncellemek için yer açmak;
9;güncellemek için yer açmak;
2;çok rahat ve kullanmak Tesk Ziraat;
7;hız çözüm;
6;mobil deniz hiç iyi değil hesap açmak ortak hesap mobil deniz uygulamak gözükmek deniz bank memur sormak biz ortak hesap gözükmek demek sebep ne bilmek demek;
8;mobil deniz hiç iyi değil hesap açmak ortak hesap mobil deniz uygulamak gözükmek deniz bank memur sormak biz ortak hesap gözükmek demek sebep ne bilmek demek;
8;çok güzel bir uygulamak ihtiyaç yormak halletmek;
5;son güncellemek sonra kart ayar da yazı üst üst gelmek için İnternet alışveriş açmak kapamak işlem gerçek;
8;mobil banka da olmak gerekmek herşey var;
7;çok hız ve güzel;
5;ya bubi tek ben mi olmak nere girmek istemek şu an işlem gerçek demek geçmek uyuz olmak ne biçim uygulamak bu böyle;
2;süper ve kolay;
2;çok memnun her şekil yönlenmek yardımcı bir uygulamak;
8;çok memnun her şekil yönlenmek yardımcı bir uygulamak;
2;gayet güzel olmak bu banka sevmek kamu banka iç en kalite hizmet vermek tek banka ummak böyle devam etmek girmek resim seçmek bölüm çok espri olmak çok hoş gitmek harika;
8;gayet güzel olmak bu banka sevmek kamu banka iç en kalite hizmet vermek tek banka ummak böyle devam etmek girmek resim seçmek bölüm çok espri olmak çok hoş gitmek harika;
2;güzel kullanmak;
6;kazanç ve kayıp ora takip etmek;
9;kazanç ve kayıp ora takip etmek;
2;en kolay ve rahat kullanmak uygulamak;
1;güncellemek sonra girmek yapmak;
9;güncellemek sonra girmek yapmak;
5;güncellemek sonra teknik sebep dolayı hizmet vermek demek hata vermek;
9;güncellemek sonra teknik sebep dolayı hizmet vermek demek hata vermek;
6;direk mail atmak;
4;çağrı merkez ile kayıt alınmak;
5;13 nisan 2017 telefon bugün tekrar aynı hata vermek iş girmek;
8;Ak bank maaş banka hem İnternet banka hem şube hem de bankamatik hizmet yer dip batmak bütün iş arkadaş lanet okumak hergün;
5;sürekli bir kasmak hal işlem yapmak istemek sorun oluşmak tek bir işlem dâhi yapmak;
2;çok kolay kullanım;
8;hayır 0 olmak 0 vermek bu kadar berbat uygulamak olmak işlem kısıtlamak getirmek durmak uygulamak işlem ben ait demek ne fayda gün beklemek;
2;hayat görmek en rezalet en zor en karmaşık hiç bir şekil iş görmek uygulamak;
5;bu uygulamak yüz vakıf bank hesap hafta kapamak bu kadar rahat etmek bir uygulamak görmek insan 6 defa cep şube atmak mı atmak;
5;güncellemek sonra açmak hata vermek sürekli;
9;güncellemek sonra açmak hata vermek sürekli;
4;müşteri hizmet bağlantı çok güzel;
8;4 yıl Vakıfbank maaş müşteri mobil uygulamak ben illâllah etmek;
5;uygulamak da basit bir işlem yapmak için bile 4 5 kez yeniden girmek yapmak gerekmek çünkü uygulamak sürekli atmak;
8;telefon kaynak olmak diye düşünmek fakat sormak 5 kişi bu durum şikâyet ve bu durum en az 6 ay böyle;
8;bu uygulamak için teşekkür mükemmel;
2;önce daha sade ve anlaşmak imek;
9;önce daha sade ve anlaşmak imek;
7;telefon kamera ve kamera odaklamak problem olmak rağmen biz ulaşmak bölüm görüntü görüşme kimlik göstermek kamera odaklamak problem çıkmak müşteri temsilci kimlik net görmek;
8;memnun her istemek yapmak;
6;47 çeşit kredi kart mobil şube başvurmak ama aidat ücret olmak Flex Bonus kart a neden mobil başvurmak;
2;çok iyi olmak ama Sms ile girmek çok zorlamak;
1;çok iyi olmak ama Sms ile girmek çok zorlamak;
8;çok iyi olmak ama Sms ile girmek çok zorlamak;
5;daha iyi olmak düşünmek bazı bankamatik konum hat vermek daha güzel olmak;
2;yeni arayüz muhteşem olmak tebrik;
8;herşey rahat banka olmak yapmak;
8;gayet güzel bir uygulamak arkadaş İşbank İnternet banka kullanmak süper;
8;güzel bir uygulamak;
2;karışık basit değil uğraşmak;
2;iş kolay;
7;seri güzel;
3;cep şube gümüş almak çok zor olmak gerek;
8;mükemmel bir uygulamak banka gitmek gerek kalmak;
2;nakit hariç tüm banka iş şube gitmek iş cep güven ve kolay yapmak;
8;güzel uygulamak Max la herşey kolay yapmak ben beğenmek;
2;güzel uygulamak Max la herşey kolay yapmak ben beğenmek;
3;temas ödemek yöntem özellik yok;
5;sıkıntı kullanmak ama şu 2 hafta işlem yapmak oturum kapamak kendi kendi;
5;fatura ödemek oturum tekrar açmak demek atmak;
5;bir an önce düzelmek çok zor olmak;
1;bir an önce düzelmek çok zor olmak;
10;bir an önce düzelmek çok zor olmak;
9;gün saymak maaş başka banka almak gün gelmek diye;
9;müşteri hizmet ayrı kahır o başka tâbi;
2;mobil uygulamak o kadar zor ki o kadar çetrefil lig yani saçma sapmak A iş şu insan bura işlem yapmak için şube şube gitmek daha basit bir uygulamak koymak insan bura istem yapmak şube basit bir uygulamak yüklemek;
2;çok hız ve çok kullanmak teşekkür yapı kredi;
7;çok hız ve çok kullanmak teşekkür yapı kredi;
5;Samsung telefon bankamatik para çekmek için iş cep uygulamak barkod okumak çalışmak;
9;daha önce rahat kullanmak;
7;banka işlem hız ve güvenlik çok çok iyi teşekkür;
1;App arka plan çalışmak Session olmak girmek ekran düşmek durum tekrar uygulamak girmek için parola girmek girmek yapmak buton tıklamak oturum son tekrar girmek yapmak uyarı almak ve App ora takı kalmak;
5;bu bariz bir hata;
1;bu bariz bir hata;
5;son gelmek güncellemek ile çözmek olmak düşünmek fakat hâlâ devam etmek;
9;böyle bir hata tespit etmek çözmek olmak ben genel olmak uygulamak diğer yön açı endişe;
5;böyle bir hata tespit etmek çözmek olmak ben genel olmak uygulamak diğer yön açı endişe;
8;çok memnun kalmak hayat kolay;
7;çok seri ve güvenmek;
7;2020 yıl yaşamak yoğun dolayı ibare karşılaşmak kadar teknoloji hâkim olmak ne yani;
9;Huawei cihaz yüklemek güncellemek istemek artık üzeri inmek ama güncellemek Google Play a yönlenmek güncellemek sağlamak;
9;güncellemek sonra çizgi kullanmak her defa Sms şifre vermek hiç pratik değil;
2;güncellemek sonra çizgi kullanmak her defa Sms şifre vermek hiç pratik değil;
5;güncellemek sonra çizgi kullanmak her defa Sms şifre vermek hiç pratik değil;
5;mobil uygulamak dekont iş deyi mail adres girmek uygulamak atmak ummak ilgilenmek;
2;iyi güven ve kullanım kolay teşekkür garanti Banka;
8;süper uygulamak var Akbank Superb şey harika güzel uygulamak olmak görmek;
2;harika çok kolay işlem yapmak;
8;harika çok kolay işlem yapmak;
8;her yön memnun;
2;kullanmak çok kolay ve güven;
5;siz bu vasat bıkmak uygulamak var ama ses yok yani Yök Yaa;
8;siz bu vasat bıkmak uygulamak var ama ses yok yani Yök Yaa;
6;uygulamak olmak gayet güzel ancak altın ve döviz hesap Tl cins ne kadar olmak görmek için oturmak her defa kendi hesaplamak gerekmek;
6;örnek altın hesap gram altın ve Tl cins ne kadar olmak görmek istemek diğer banka bu şekil göstermek;
8;örnek altın hesap gram altın ve Tl cins ne kadar olmak görmek istemek diğer banka bu şekil göstermek;
6;sadece bu sebep puan kırmak o dış gerçekten başarı;
8;telefon Sms şifre yollamak dakika beklemek şifre gelmek berbat bir sistem var;
8;mükemmel uygulamak harika ilgi banka iş;
4;müşteri hizmet;
2;Meraba Sn yetkili düzenlemek bildirim görmek için zaman kayıp önlemek ve daha pratik olmak ad şifre girmek ön sayfa görmek şans olmak mükemmel olmak;
6;Meraba Sn yetkili düzenlemek bildirim görmek için zaman kayıp önlemek ve daha pratik olmak ad şifre girmek ön sayfa görmek şans olmak mükemmel olmak;
2;çok kolay ve güzel;
8;çok kolay ve güzel;
2;havale limit açmak;
5;eurobond işlem yapmak;
8;el sağlık çok güzel olmak;
5;çalışmak yer maalesef bura geçmek;
5;böyle kötü banka uygulamak görmek;
8;koskoca banka yakışmak;
2;yıl kullanmak bir uygulamak kullanmak çok kolay;
3;yıl kullanmak bir uygulamak kullanmak çok kolay;
2;teşekkür;
8;teşekkür;
5;neden;
3;harika bir hizmet vermek;
8;görmek en vasat banka uygulamak şu an yazılım okumak başlamak bitirmek bu daha iyi yapmak o kadar net;
10;artık Apple pay ile anlaşmak lütfen;
3;ilk siz yapmak;
8;ben çok memnun kalmak iş cep program emek geçmek herkes teşekkür etmek başarı dilemek;
5;sürekli olmak işlem gerçek diye reddetmek;
5;kaç kere uygulamak silmek yeniden yüklemek yine aynı;
2;kullanım anlaşmak ve kolay;
2;gayet güzel anlaşmak kolay;
7;donam olmak;
2;parmak iz ile erişim gerçek mi acaba;
7;parmak iz ile erişim gerçek mi acaba;
2;kullanım kolay rahat süper;
5;bağlantı hata vermek;
8;beğendi çok güzel bir uygulamak;
2;takas araç kurum neden kısalmak şekil vermek;
2;kim kim bilmek;
9;eski dönmek;
2;kullanım kolay bir banka çok beğenmek sevmek kullanmak teşekkür;
5;fatura ödemek ekran işlem yapmak diğer fatura geri gitmek direkt an ekran dönmek tekrar fatura sayfa girmek gerekmek zaman kaybetmek düzelmek lazım;
6;fatura ödemek ekran işlem yapmak diğer fatura geri gitmek direkt an ekran dönmek tekrar fatura sayfa girmek gerekmek zaman kaybetmek düzelmek lazım;
2;fatura ödemek ekran işlem yapmak diğer fatura geri gitmek direkt an ekran dönmek tekrar fatura sayfa girmek gerekmek zaman kaybetmek düzelmek lazım;
5;uygulamak sürekli olmak kapamak;
1;girmek yapmak sonra geri atmak;
5;girmek yapmak sonra geri atmak;
5;güncel sürüm kullanmak rağmen bu sıkıntı mevcut;
5;sürekli tekrar girmek gerekmek;
5;Edit uygulamak hâlâ para transfer yâd kod ile para çekmek işlem takılmak yâd atmak;
10;Edit uygulamak hâlâ para transfer yâd kod ile para çekmek işlem takılmak yâd atmak;
7;Edith uygulamak hâlen stabil değil;
7;uygulamak iç bildirim kısım bildirim görüntülemek yapmak silmek dönmek;
5;kod kısım zaten her daim hata;
8;güzel uygulamak beğenmek;
9;endeks be kâğıt değer işlem yapmak takdirde hep aynı kalmak;
6;anlık veri göstermek;
6;ayrıca girmek de yavaşlamak;
5;yıl en az 3 4 defa mobil banka ulaşmak;
8;Allah siz nasıl bilmek öyle yapmak;
7;adam gibi çalışmak her ay donamak uygulamak;
5;her ay istinas açmak donmak yaşamak dandik uygulamak;
7;her ay istinas açmak donmak yaşamak dandik uygulamak;
8;her ay istinas açmak donmak yaşamak dandik uygulamak;
4;pandemi süreç şube gitmek istemek ama güncellemek ile görüntü görüşme kaldırmak;
9;pandemi süreç şube gitmek istemek ama güncellemek ile görüntü görüşme kaldırmak;
4;görüntü görüşme kaldırmak niye;
9;android 10 en yeni sürüm ve siz yeni sürüm uyum bir güncellemek yapmak mı;
2;banka direk temas olay grup üzeri iş haletmek bu yüz çok muhteşem bir şey;
8;banka direk temas olay grup üzeri iş haletmek bu yüz çok muhteşem bir şey;
4;e devlet görmek müşteri temsilci bir şey yapmak;
5;e devlet görmek müşteri temsilci bir şey yapmak;
2;kula güzel;
2;en kullanmak en anlaşmak en en en;
5;uygulamak telefon inmek hata vermek;
8;harika bir uygulamak;
3;borsa da saklamak analiz görmek tek kurum;
8;banka ve emek geçen değer çalışmak çok teşekkür etmek;
3;ben başarı bir program ancak Ensar gibi haftasonu da çalışmak ayrıca işlem ücret alınmak daha hoş olmak;
2;kolay kullanım;
8;el emek sağlık aramak her şey el altın da daha çok kullanmak eksik görmek geri mi siz değer iş banka aile paylaşmak saygı kalın;
5;para transfer sıra para limit yazmak havale veya Eft yapmak kaç defa tekrar yüklem yapmak hepsi aynı rakam girmek para transfer yapmak;
10;para transfer sıra para limit yazmak havale veya Eft yapmak kaç defa tekrar yüklem yapmak hepsi aynı rakam girmek para transfer yapmak;
8;mükemmel hizmet teşekkür etmek;
5;bu durum bağ olmak şube ve 850 ile başlamak müşteri hizmet tarafından çözmek;
9;çağ atlamak zannetmek başlamak birşey kasmak iki bir banka Verso değişmek;
2;işlem kolay halletmek;
4;müşteri hız;
4;bağ;
2;güzel kullanmak;
8;bu am uygulamak düzelmek yok ebe nikâh kıymak;
1;herşey doğru girmek yapmak öç;
5;herşey doğru girmek yapmak öç;
2;ilk defa ödemek yapmak ama çok kolay olmak;
10;ilk defa ödemek yapmak ama çok kolay olmak;
4;para transfer limit 0 gözükmek değişmek istemek imek hata vermek ve bu konu hız şekil dönmek yapmak garanti Bbva ve ekip teşekkür;
5;para transfer limit 0 gözükmek değişmek istemek imek hata vermek ve bu konu hız şekil dönmek yapmak garanti Bbva ve ekip teşekkür;
5;berbat hesap Eft yapmak istemek oturum sonlanmak şifre tuhaf bir banka;
10;berbat hesap Eft yapmak istemek oturum sonlanmak şifre tuhaf bir banka;
5;android garanti Bbva mobil uygulamak üzeri fatura ödemek hata vermek;
10;android garanti Bbva mobil uygulamak üzeri fatura ödemek hata vermek;
5;2 gün bu sorun il karşılaşmak;
8;bu kadar berbat bir uygulamak yok sabah beri girmek işlem yapmak;
5;bu kadar berbat bir uygulamak yok sabah beri girmek işlem yapmak;
2;kullanmak ve kolay ilk ve yönlenmek;
6;1 kredi kart numara tek tuş kopyalamak bilmek;
6;2 sanal kredi kart limit süre sınır getirmek 3 kredi kart ekstre seçenek olmak euro veya dolar ekstre seçenek eklemek;
2;adam akıl bir arayüz ve girmek kısım düzelmek;
1;adam akıl bir arayüz ve girmek kısım düzelmek;
7;hız ve güven;
5;sürekli hata vermek kullanmak değil sorun neden gidermek;
2;sürekli hata vermek kullanmak değil sorun neden gidermek;
2;kolay iş halletmek;
8;banka Level atlamak müşteri Level atlamak banka;
9;son güncellemek güzel program mahvetmek;
9;bir Eft yapmak 2 saat takı kalmak;
8;ali tecil süper bir sistem çok beğenmek;
8;harika çok güzel el sağlık;
8;çok güzel on üzeri 10;
2;kolay kullanım kalite ve hız hizmet;
3;kolay kullanım kalite ve hız hizmet;
7;kolay kullanım kalite ve hız hizmet;
8;en iyi banka uygulamak;
2;kolay Kula;
7;rezalet koskoca Akbank kullanmak uygulamak verim bakmak;
6;iyi gün Dark Mode gece mod ne zaman eklemek;
2;iyi gün Dark Mode gece mod ne zaman eklemek;
3;ayrıca kategori göre ayrıntı harcamak hareket toplam tutar geçmiş göre bakmak;
9;de güncellemek yapmak rağmen sonra tekrar güncellemek istemek;
7;kolay para aktarım hız bir şekil olmak gayet başarı;
2;kolay para aktarım hız bir şekil olmak gayet başarı;
10;kolay para aktarım hız bir şekil olmak gayet başarı;
2;en rahat kullanmak uygulamak biri;
2;büyük rahat ben için;
9;ödemek yapmak abone;
10;iki bir güncellemek getirmek ve güncellemek yapmak girmek yapmak kadar saçma bir şey görmek;
9;başka bir banka geçmek sebep olmak kadar can sıkıcı olmak bu durum;
3;başka bir banka geçmek sebep olmak kadar can sıkıcı olmak bu durum;
1;başka bir banka geçmek sebep olmak kadar can sıkıcı olmak bu durum;
8;acilen düzelmek yapmak artık;
5;kelime tek anlam berbat gün şifre almak çalışmak her sefer hata vermek;
1;kelime tek anlam berbat gün şifre almak çalışmak her sefer hata vermek;
